,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
1189544,Europe,Slovakia,Personal Care,Offline,H,4/20/2017,574878776,5/17/2017,8260,81.73,56.67,675089.8,468094.2,206995.6
1189598,Europe,Slovakia,Vegetables,Online,L,10/14/2014,155663669,10/30/2014,3194,154.06,90.93,492067.64,290430.42,201637.22
1189876,Europe,Slovakia,Clothes,Offline,C,9/4/2010,403469741,10/2/2010,4517,109.28,35.84,493617.76,161889.28,331728.48
1190004,Europe,Slovakia,Office Supplies,Offline,M,7/23/2011,370126235,8/29/2011,7433,651.21,524.96,4840443.93,3902027.68,938416.25
1190059,Europe,Slovakia,Beverages,Online,C,9/5/2014,623075711,10/17/2014,804,47.45,31.79,38149.8,25559.16,12590.64
1190254,Europe,Slovakia,Office Supplies,Online,H,2/23/2011,644397342,3/14/2011,348,651.21,524.96,226621.08,182686.08,43935.0
1190275,Europe,Slovakia,Office Supplies,Online,L,4/24/2010,967260205,5/31/2010,2644,651.21,524.96,1721799.24,1387994.24,333805.0
1190284,Europe,Slovakia,Beverages,Offline,L,3/29/2015,123603332,5/18/2015,5827,47.45,31.79,276491.15,185240.33,91250.82
1190631,Europe,Slovakia,Personal Care,Offline,C,3/13/2010,946868550,3/13/2010,8300,81.73,56.67,678359.0,470361.0,207998.0
1190815,Europe,Slovakia,Beverages,Online,C,5/22/2012,681517827,5/30/2012,5125,47.45,31.79,243181.25,162923.75,80257.5
1190824,Europe,Slovakia,Meat,Offline,M,12/27/2012,424256217,1/30/2013,5697,421.89,364.69,2403507.33,2077638.93,325868.4
1190830,Europe,Slovakia,Meat,Offline,M,7/14/2013,158609378,8/23/2013,4894,421.89,364.69,2064729.66,1784792.86,279936.8
1191196,Europe,Slovakia,Snacks,Online,M,1/24/2013,202437102,1/26/2013,4492,152.58,97.44,685389.36,437700.48,247688.88
1191199,Europe,Slovakia,Baby Food,Online,M,3/27/2016,154338872,4/1/2016,1157,255.28,159.42,295358.96,184448.94,110910.02
1191221,Europe,Slovakia,Cosmetics,Online,M,8/7/2013,523736131,9/15/2013,4015,437.2,263.33,1755358.0,1057269.95,698088.05
1191247,Europe,Slovakia,Baby Food,Online,H,1/9/2016,561293065,2/11/2016,7946,255.28,159.42,2028454.88,1266751.32,761703.56
1191723,Europe,Slovakia,Snacks,Offline,L,8/11/2016,890977323,9/18/2016,8844,152.58,97.44,1349417.52,861759.36,487658.16
1191875,Europe,Slovakia,Cereal,Offline,M,5/26/2012,138259351,7/4/2012,2869,205.7,117.11,590153.3,335988.59,254164.71
1192053,Europe,Slovakia,Household,Online,L,12/23/2011,230538499,1/25/2012,320,668.27,502.54,213846.4,160812.8,53033.6
1192104,Europe,Slovakia,Vegetables,Online,C,4/2/2016,273633658,5/12/2016,3135,154.06,90.93,482978.1,285065.55,197912.55
1192445,Europe,Slovakia,Personal Care,Online,M,3/14/2017,692791688,4/2/2017,1311,81.73,56.67,107148.03,74294.37,32853.66
1192583,Europe,Slovakia,Personal Care,Offline,H,8/15/2013,865089070,9/8/2013,7935,81.73,56.67,648527.55,449676.45,198851.1
1192644,Europe,Slovakia,Household,Offline,M,2/25/2014,745892989,3/4/2014,5166,668.27,502.54,3452282.82,2596121.64,856161.18
1193087,Europe,Slovakia,Household,Online,C,3/30/2012,775656926,5/5/2012,2976,668.27,502.54,1988771.52,1495559.04,493212.48
1193274,Europe,Slovakia,Snacks,Online,M,3/19/2011,506331813,3/30/2011,3690,152.58,97.44,563020.2,359553.6,203466.6
1193334,Europe,Slovakia,Household,Online,H,4/23/2010,285697162,6/1/2010,2994,668.27,502.54,2000800.38,1504604.76,496195.62
1193359,Europe,Slovakia,Vegetables,Online,C,6/18/2016,544621312,6/30/2016,4404,154.06,90.93,678480.24,400455.72,278024.52
1193369,Europe,Slovakia,Clothes,Online,M,5/22/2011,800854241,6/19/2011,9422,109.28,35.84,1029636.16,337684.48,691951.68
1193384,Europe,Slovakia,Fruits,Online,M,12/10/2011,123011100,1/26/2012,573,9.33,6.92,5346.09,3965.16,1380.93
1193531,Europe,Slovakia,Snacks,Online,C,7/3/2012,701909482,8/17/2012,9469,152.58,97.44,1444780.02,922659.36,522120.66
1193548,Europe,Slovakia,Meat,Offline,M,4/6/2016,630375182,4/26/2016,880,421.89,364.69,371263.2,320927.2,50336.0
1193573,Europe,Slovakia,Cereal,Offline,L,1/19/2016,993641984,2/25/2016,9599,205.7,117.11,1974514.3,1124138.89,850375.41
1193675,Europe,Slovakia,Snacks,Offline,H,6/10/2016,290643155,7/28/2016,6623,152.58,97.44,1010537.34,645345.12,365192.22
1193720,Europe,Slovakia,Baby Food,Online,L,5/17/2010,519761741,5/24/2010,7904,255.28,159.42,2017733.12,1260055.68,757677.44
1193797,Europe,Slovakia,Clothes,Offline,L,11/26/2015,187781083,12/10/2015,7450,109.28,35.84,814136.0,267008.0,547128.0
1193975,Europe,Slovakia,Clothes,Online,H,4/25/2015,845471608,5/25/2015,2692,109.28,35.84,294181.76,96481.28,197700.48
1194023,Europe,Slovakia,Clothes,Online,C,4/18/2016,825277364,5/16/2016,6766,109.28,35.84,739388.48,242493.44,496895.04
1194078,Europe,Slovakia,Office Supplies,Offline,C,6/15/2013,574187839,6/20/2013,3796,651.21,524.96,2471993.16,1992748.16,479245.0
1194406,Europe,Slovakia,Beverages,Offline,H,2/14/2015,475341784,3/26/2015,3052,47.45,31.79,144817.4,97023.08,47794.32
1194502,Europe,Slovakia,Office Supplies,Offline,H,10/17/2013,259611499,11/27/2013,3666,651.21,524.96,2387335.86,1924503.36,462832.5
1194513,Europe,Slovakia,Meat,Offline,M,11/21/2013,510207498,12/17/2013,591,421.89,364.69,249336.99,215531.79,33805.2
1194569,Europe,Slovakia,Office Supplies,Online,L,1/21/2012,274464929,2/4/2012,9126,651.21,524.96,5942942.46,4790784.96,1152157.5
1194664,Europe,Slovakia,Cereal,Offline,L,3/16/2015,872388541,3/18/2015,8011,205.7,117.11,1647862.7,938168.21,709694.49
1194841,Europe,Slovakia,Household,Online,C,3/13/2010,859493768,4/11/2010,2161,668.27,502.54,1444131.47,1085988.94,358142.53
1195367,Europe,Slovakia,Baby Food,Online,H,10/30/2011,871557271,11/27/2011,2019,255.28,159.42,515410.32,321868.98,193541.34
1195494,Europe,Slovakia,Clothes,Offline,M,9/7/2010,847586047,10/6/2010,8401,109.28,35.84,918061.28,301091.84,616969.44
1195944,Europe,Slovakia,Baby Food,Offline,H,11/22/2010,721765983,11/30/2010,5448,255.28,159.42,1390765.44,868520.16,522245.28
1196161,Europe,Slovakia,Household,Online,L,1/24/2013,599244821,3/11/2013,8714,668.27,502.54,5823304.78,4379133.56,1444171.22
1196217,Europe,Slovakia,Personal Care,Offline,L,6/6/2012,836353814,6/10/2012,4534,81.73,56.67,370563.82,256941.78,113622.04
1196287,Europe,Slovakia,Snacks,Online,H,8/18/2011,826248967,8/23/2011,4285,152.58,97.44,653805.3,417530.4,236274.9
1196432,Europe,Slovakia,Cereal,Offline,L,1/8/2013,134975898,2/5/2013,1222,205.7,117.11,251365.4,143108.42,108256.98
1196443,Europe,Slovakia,Beverages,Online,C,12/28/2013,720737302,12/28/2013,1039,47.45,31.79,49300.55,33029.81,16270.74
1196766,Europe,Slovakia,Snacks,Online,H,9/8/2015,285302340,9/27/2015,6157,152.58,97.44,939435.06,599938.08,339496.98
1196787,Europe,Slovakia,Cosmetics,Offline,C,4/20/2015,222984540,5/29/2015,4935,437.2,263.33,2157582.0,1299533.55,858048.45
1196960,Europe,Slovakia,Beverages,Offline,H,5/17/2016,100265967,6/27/2016,9783,47.45,31.79,464203.35,311001.57,153201.78
1197142,Europe,Slovakia,Cereal,Offline,C,6/29/2015,505739581,7/6/2015,8436,205.7,117.11,1735285.2,987939.96,747345.24
1197532,Europe,Slovakia,Beverages,Online,L,1/3/2011,457402312,2/12/2011,4364,47.45,31.79,207071.8,138731.56,68340.24
1197663,Europe,Slovakia,Household,Offline,C,6/18/2014,589534795,7/4/2014,5301,668.27,502.54,3542499.27,2663964.54,878534.73
1198312,Europe,Slovakia,Household,Online,L,12/1/2010,516239249,12/27/2010,5521,668.27,502.54,3689518.67,2774523.34,914995.33
1198775,Europe,Slovakia,Personal Care,Offline,H,8/11/2011,112765920,9/25/2011,8796,81.73,56.67,718897.08,498469.32,220427.76
1198820,Europe,Slovakia,Snacks,Offline,C,7/25/2017,501131331,8/30/2017,4752,152.58,97.44,725060.16,463034.88,262025.28
1199161,Europe,Slovakia,Vegetables,Offline,C,1/19/2010,953632867,1/25/2010,12,154.06,90.93,1848.72,1091.16,757.56
1199227,Europe,Slovakia,Office Supplies,Offline,L,10/17/2015,345760190,11/4/2015,6979,651.21,524.96,4544794.59,3663695.84,881098.75
1199314,Europe,Slovakia,Cereal,Online,H,10/11/2015,226465404,11/14/2015,5000,205.7,117.11,1028500.0,585550.0,442950.0
1199621,Europe,Slovakia,Baby Food,Offline,H,2/6/2010,652585160,2/9/2010,3306,255.28,159.42,843955.68,527042.52,316913.16
1199631,Europe,Slovakia,Baby Food,Offline,H,10/7/2012,343406713,11/25/2012,532,255.28,159.42,135808.96,84811.44,50997.52
1200037,Europe,Slovakia,Clothes,Online,H,1/28/2013,955986344,2/23/2013,6458,109.28,35.84,705730.24,231454.72,474275.52
1200742,Europe,Slovakia,Baby Food,Offline,M,11/13/2011,257455432,11/18/2011,5638,255.28,159.42,1439268.64,898809.96,540458.68
1201073,Europe,Slovakia,Fruits,Online,L,1/25/2015,554331338,3/8/2015,7816,9.33,6.92,72923.28,54086.72,18836.56
1201115,Europe,Slovakia,Cereal,Offline,M,10/13/2015,448523557,11/17/2015,6942,205.7,117.11,1427969.4,812977.62,614991.78
1201151,Europe,Slovakia,Beverages,Online,L,3/1/2010,336148869,3/6/2010,2775,47.45,31.79,131673.75,88217.25,43456.5
1201246,Europe,Slovakia,Beverages,Offline,M,5/9/2014,703826510,5/18/2014,6760,47.45,31.79,320762.0,214900.4,105861.6
1201311,Europe,Slovakia,Vegetables,Online,C,2/24/2017,446959722,2/27/2017,4169,154.06,90.93,642276.14,379087.17,263188.97
1201481,Europe,Slovakia,Personal Care,Offline,H,5/14/2016,425087487,5/21/2016,1689,81.73,56.67,138041.97,95715.63,42326.34
1201512,Europe,Slovakia,Beverages,Online,L,7/2/2011,139682853,7/19/2011,4115,47.45,31.79,195256.75,130815.85,64440.9
1201650,Europe,Slovakia,Personal Care,Offline,M,5/15/2016,647145640,5/23/2016,3631,81.73,56.67,296761.63,205768.77,90992.86
1202487,Europe,Slovakia,Meat,Online,C,9/28/2011,121390187,11/1/2011,909,421.89,364.69,383498.01,331503.21,51994.8
1202666,Europe,Slovakia,Snacks,Offline,C,2/18/2011,921910274,3/18/2011,2592,152.58,97.44,395487.36,252564.48,142922.88
1202979,Europe,Slovakia,Cosmetics,Offline,L,11/20/2013,157087171,1/4/2014,4439,437.2,263.33,1940730.8,1168921.87,771808.93
1203225,Europe,Slovakia,Household,Offline,C,4/26/2013,168755853,5/20/2013,7462,668.27,502.54,4986630.74,3749953.48,1236677.26
1203371,Europe,Slovakia,Office Supplies,Online,M,12/24/2014,966288602,1/2/2015,5125,651.21,524.96,3337451.25,2690420.0,647031.25
1203432,Europe,Slovakia,Cosmetics,Online,H,5/24/2016,813749015,5/25/2016,5272,437.2,263.33,2304918.4,1388275.76,916642.64
1203464,Europe,Slovakia,Vegetables,Online,M,1/10/2014,828264701,2/16/2014,786,154.06,90.93,121091.16,71470.98,49620.18
1203512,Europe,Slovakia,Household,Offline,M,1/23/2013,377186667,3/9/2013,6772,668.27,502.54,4525524.44,3403200.88,1122323.56
1203934,Europe,Slovakia,Vegetables,Online,L,8/1/2016,414941012,8/24/2016,9121,154.06,90.93,1405181.26,829372.53,575808.73
1204160,Europe,Slovakia,Personal Care,Offline,C,7/4/2012,198717200,8/10/2012,3690,81.73,56.67,301583.7,209112.3,92471.4
1204182,Europe,Slovakia,Beverages,Offline,C,2/9/2013,623018634,2/19/2013,3913,47.45,31.79,185671.85,124394.27,61277.58
1204273,Europe,Slovakia,Office Supplies,Online,L,11/6/2016,650626504,11/9/2016,3696,651.21,524.96,2406872.16,1940252.16,466620.0
1204491,Europe,Slovakia,Beverages,Online,L,1/21/2010,232003629,3/9/2010,3884,47.45,31.79,184295.8,123472.36,60823.44
1204707,Europe,Slovakia,Meat,Online,H,8/29/2015,621891248,10/2/2015,295,421.89,364.69,124457.55,107583.55,16874.0
1204880,Europe,Slovakia,Meat,Offline,L,3/8/2017,113992011,4/15/2017,1624,421.89,364.69,685149.36,592256.56,92892.8
1205085,Europe,Slovakia,Baby Food,Offline,L,10/3/2012,799290406,11/20/2012,6648,255.28,159.42,1697101.44,1059824.16,637277.28
1205161,Europe,Slovakia,Snacks,Offline,C,5/23/2013,121686303,6/28/2013,8536,152.58,97.44,1302422.88,831747.84,470675.04
1205319,Europe,Slovakia,Beverages,Online,M,12/7/2010,107664144,1/12/2011,9067,47.45,31.79,430229.15,288239.93,141989.22
1205501,Europe,Slovakia,Clothes,Offline,C,5/3/2013,156988465,5/30/2013,5230,109.28,35.84,571534.4,187443.2,384091.2
1205713,Europe,Slovakia,Household,Offline,H,7/19/2012,397240579,9/1/2012,1170,668.27,502.54,781875.9,587971.8,193904.1
1205806,Europe,Slovakia,Beverages,Online,L,7/27/2014,296872317,8/28/2014,9971,47.45,31.79,473123.95,316978.09,156145.86
1206153,Europe,Slovakia,Household,Offline,L,12/16/2016,580022180,1/6/2017,307,668.27,502.54,205158.89,154279.78,50879.11
1206245,Europe,Slovakia,Cereal,Online,C,7/8/2013,939314591,7/13/2013,2916,205.7,117.11,599821.2,341492.76,258328.44
1206530,Europe,Slovakia,Vegetables,Offline,H,5/31/2015,461813151,6/27/2015,9629,154.06,90.93,1483443.74,875564.97,607878.77
1206684,Europe,Slovakia,Baby Food,Online,M,3/30/2017,344435393,4/6/2017,4942,255.28,159.42,1261593.76,787853.64,473740.12
1206813,Europe,Slovakia,Fruits,Online,H,5/1/2013,791242921,5/17/2013,5218,9.33,6.92,48683.94,36108.56,12575.38
1207104,Europe,Slovakia,Office Supplies,Online,H,4/29/2011,788847815,5/9/2011,6453,651.21,524.96,4202258.13,3387566.88,814691.25
1207131,Europe,Slovakia,Vegetables,Offline,C,7/1/2015,268292844,7/12/2015,2669,154.06,90.93,411186.14,242692.17,168493.97
1207181,Europe,Slovakia,Meat,Offline,H,6/3/2017,817328584,6/17/2017,4546,421.89,364.69,1917911.94,1657880.74,260031.2
1207186,Europe,Slovakia,Vegetables,Offline,M,5/15/2012,736972606,5/31/2012,5426,154.06,90.93,835929.56,493386.18,342543.38
1207624,Europe,Slovakia,Household,Online,H,4/8/2013,338741385,5/24/2013,9958,668.27,502.54,6654632.66,5004293.32,1650339.34
1208147,Europe,Slovakia,Household,Offline,C,5/16/2013,220828473,5/19/2013,6907,668.27,502.54,4615740.89,3471043.78,1144697.11
1208176,Europe,Slovakia,Cosmetics,Online,L,11/3/2015,635279548,12/17/2015,2190,437.2,263.33,957468.0,576692.7,380775.3
1208393,Europe,Slovakia,Clothes,Offline,L,2/7/2013,575710046,2/8/2013,4251,109.28,35.84,464549.28,152355.84,312193.44
1208411,Europe,Slovakia,Fruits,Offline,M,5/13/2016,971967160,6/7/2016,5537,9.33,6.92,51660.21,38316.04,13344.17
1208414,Europe,Slovakia,Office Supplies,Offline,C,4/2/2015,833465182,4/14/2015,9724,651.21,524.96,6332366.04,5104711.04,1227655.0
1208483,Europe,Slovakia,Clothes,Online,M,11/7/2012,918824231,11/8/2012,9363,109.28,35.84,1023188.64,335569.92,687618.72
1208509,Europe,Slovakia,Beverages,Offline,C,12/30/2011,944021546,2/13/2012,5809,47.45,31.79,275637.05,184668.11,90968.94
1208548,Europe,Slovakia,Cereal,Online,H,5/31/2017,329524886,6/2/2017,2591,205.7,117.11,532968.7,303432.01,229536.69
1209056,Europe,Slovakia,Beverages,Online,H,6/16/2011,531726539,7/25/2011,8554,47.45,31.79,405887.3,271931.66,133955.64
1209115,Europe,Slovakia,Baby Food,Offline,H,11/9/2013,712113034,11/20/2013,8926,255.28,159.42,2278629.28,1422982.92,855646.36
1209146,Europe,Slovakia,Cereal,Offline,L,6/19/2010,548299586,7/31/2010,2887,205.7,117.11,593855.9,338096.57,255759.33
1209489,Europe,Slovakia,Baby Food,Online,L,9/21/2013,175618875,11/8/2013,8382,255.28,159.42,2139756.96,1336258.44,803498.52
1209531,Europe,Slovakia,Clothes,Online,M,3/26/2016,329088437,5/13/2016,3436,109.28,35.84,375486.08,123146.24,252339.84
1209588,Europe,Slovakia,Household,Offline,M,2/21/2012,893569839,3/19/2012,6027,668.27,502.54,4027663.29,3028808.58,998854.71
1209614,Europe,Slovakia,Vegetables,Online,M,7/28/2014,562617862,9/10/2014,9983,154.06,90.93,1537980.98,907754.19,630226.79
1209840,Europe,Slovakia,Cereal,Offline,M,5/24/2011,476032721,6/4/2011,7516,205.7,117.11,1546041.2,880198.76,665842.44
1209879,Europe,Slovakia,Household,Offline,M,11/24/2011,558742177,12/23/2011,3082,668.27,502.54,2059608.14,1548828.28,510779.86
1210061,Europe,Slovakia,Baby Food,Online,M,12/31/2013,264853608,1/1/2014,4923,255.28,159.42,1256743.44,784824.66,471918.78
1210832,Europe,Slovakia,Office Supplies,Offline,M,11/11/2012,331878364,12/3/2012,9038,651.21,524.96,5885635.98,4744588.48,1141047.5
1210860,Europe,Slovakia,Meat,Offline,C,11/30/2010,975744140,12/23/2010,3229,421.89,364.69,1362282.81,1177584.01,184698.8
1211161,Europe,Slovakia,Vegetables,Online,H,7/21/2011,235442864,7/27/2011,1630,154.06,90.93,251117.8,148215.9,102901.9
1211514,Europe,Slovakia,Snacks,Offline,H,6/20/2014,724218165,8/5/2014,1104,152.58,97.44,168448.32,107573.76,60874.56
1211599,Europe,Slovakia,Vegetables,Online,C,9/28/2012,548933446,10/30/2012,460,154.06,90.93,70867.6,41827.8,29039.8
1212002,Europe,Slovakia,Household,Online,L,12/13/2014,949757182,1/24/2015,3111,668.27,502.54,2078987.97,1563401.94,515586.03
1212191,Europe,Slovakia,Clothes,Offline,H,8/10/2010,585222661,9/26/2010,9245,109.28,35.84,1010293.6,331340.8,678952.8
1212423,Europe,Slovakia,Cereal,Online,H,3/2/2017,894697225,3/5/2017,9646,205.7,117.11,1984182.2,1129643.06,854539.14
1212777,Europe,Slovakia,Clothes,Offline,L,8/8/2011,393900048,8/8/2011,2632,109.28,35.84,287624.96,94330.88,193294.08
1212798,Europe,Slovakia,Baby Food,Offline,H,11/7/2012,522016513,11/16/2012,5141,255.28,159.42,1312394.48,819578.22,492816.26
1212967,Europe,Slovakia,Meat,Offline,L,4/1/2015,524032247,5/12/2015,1642,421.89,364.69,692743.38,598820.98,93922.4
1213053,Europe,Slovakia,Vegetables,Online,L,11/26/2012,705151307,12/16/2012,8797,154.06,90.93,1355265.82,799911.21,555354.61
1213061,Europe,Slovakia,Fruits,Offline,C,6/25/2012,535306107,6/26/2012,7828,9.33,6.92,73035.24,54169.76,18865.48
1213126,Europe,Slovakia,Meat,Offline,M,11/30/2016,468873584,1/4/2017,8968,421.89,364.69,3783509.52,3270539.92,512969.6
1213328,Europe,Slovakia,Snacks,Online,M,10/9/2013,993008124,11/26/2013,2026,152.58,97.44,309127.08,197413.44,111713.64
1213407,Europe,Slovakia,Fruits,Online,L,1/11/2014,237697637,1/19/2014,8868,9.33,6.92,82738.44,61366.56,21371.88
1213453,Europe,Slovakia,Cosmetics,Offline,L,4/30/2011,570410859,5/8/2011,6104,437.2,263.33,2668668.8,1607366.32,1061302.48
1214337,Europe,Slovakia,Fruits,Online,C,9/7/2014,360951364,10/6/2014,2384,9.33,6.92,22242.72,16497.28,5745.44
1214378,Europe,Slovakia,Household,Online,M,7/8/2017,980549800,8/6/2017,5331,668.27,502.54,3562547.37,2679040.74,883506.63
1214553,Europe,Slovakia,Meat,Offline,H,1/22/2014,495296990,2/12/2014,8241,421.89,364.69,3476795.49,3005410.29,471385.2
1215037,Europe,Slovakia,Beverages,Online,H,1/24/2010,676119935,3/14/2010,7769,47.45,31.79,368639.05,246976.51,121662.54
1215056,Europe,Slovakia,Cereal,Offline,C,12/11/2014,771386420,12/12/2014,9239,205.7,117.11,1900462.3,1081979.29,818483.01
1215305,Europe,Slovakia,Snacks,Online,M,6/1/2017,726332604,7/16/2017,6813,152.58,97.44,1039527.54,663858.72,375668.82
1215341,Europe,Slovakia,Snacks,Online,H,2/10/2013,932451570,3/14/2013,1995,152.58,97.44,304397.1,194392.8,110004.3
1215482,Europe,Slovakia,Cosmetics,Offline,C,5/21/2012,284710109,6/5/2012,903,437.2,263.33,394791.6,237786.99,157004.61
1215639,Europe,Slovakia,Household,Online,C,1/10/2015,399495351,2/25/2015,8407,668.27,502.54,5618145.89,4224853.78,1393292.11
1216172,Europe,Slovakia,Baby Food,Offline,M,12/8/2014,414644896,12/29/2014,1494,255.28,159.42,381388.32,238173.48,143214.84
1216521,Europe,Slovakia,Vegetables,Offline,H,1/24/2012,805956017,2/29/2012,9151,154.06,90.93,1409803.06,832100.43,577702.63
1216594,Europe,Slovakia,Snacks,Online,H,12/29/2013,130170238,1/20/2014,9121,152.58,97.44,1391682.18,888750.24,502931.94
1216757,Europe,Slovakia,Vegetables,Online,M,8/30/2011,624343430,9/20/2011,5950,154.06,90.93,916657.0,541033.5,375623.5
1216759,Europe,Slovakia,Cosmetics,Online,H,4/20/2011,138061940,4/24/2011,4451,437.2,263.33,1945977.2,1172081.83,773895.37
1216790,Europe,Slovakia,Household,Offline,M,7/14/2012,631066119,8/25/2012,5343,668.27,502.54,3570566.61,2685071.22,885495.39
1217117,Europe,Slovakia,Household,Online,C,12/21/2014,347422730,1/6/2015,8961,668.27,502.54,5988367.47,4503260.94,1485106.53
1217410,Europe,Slovakia,Clothes,Online,M,3/31/2015,127224528,5/19/2015,7420,109.28,35.84,810857.6,265932.8,544924.8
1217564,Europe,Slovakia,Meat,Offline,M,11/25/2011,955549895,12/16/2011,7303,421.89,364.69,3081062.67,2663331.07,417731.6
1217626,Europe,Slovakia,Household,Offline,L,11/9/2012,328257167,12/2/2012,7445,668.27,502.54,4975270.15,3741410.3,1233859.85
1217717,Europe,Slovakia,Meat,Online,H,2/13/2012,770653855,3/29/2012,2456,421.89,364.69,1036161.84,895678.64,140483.2
1218049,Europe,Slovakia,Cosmetics,Offline,L,3/19/2017,415278756,3/29/2017,9067,437.2,263.33,3964092.4,2387613.11,1576479.29
1218276,Europe,Slovakia,Vegetables,Offline,M,4/6/2017,157918441,4/24/2017,431,154.06,90.93,66399.86,39190.83,27209.03
1218557,Europe,Slovakia,Snacks,Offline,L,1/18/2017,521185243,2/22/2017,9150,152.58,97.44,1396107.0,891576.0,504531.0
1218736,Europe,Slovakia,Beverages,Online,H,6/20/2013,384049689,7/8/2013,7692,47.45,31.79,364985.4,244528.68,120456.72
1218931,Europe,Slovakia,Cosmetics,Online,L,11/8/2010,963737714,11/13/2010,261,437.2,263.33,114109.2,68729.13,45380.07
1219544,Europe,Slovakia,Clothes,Online,L,10/29/2010,400326621,11/18/2010,4398,109.28,35.84,480613.44,157624.32,322989.12
1219610,Europe,Slovakia,Vegetables,Offline,C,10/26/2011,558503139,11/3/2011,2345,154.06,90.93,361270.7,213230.85,148039.85
1219887,Europe,Slovakia,Vegetables,Online,H,4/24/2012,462841832,5/30/2012,4038,154.06,90.93,622094.28,367175.34,254918.94
1219903,Europe,Slovakia,Household,Online,H,10/7/2014,298493230,11/21/2014,9635,668.27,502.54,6438781.45,4841972.9,1596808.55
